city,property_type,area_sqft,bedrooms,bathrooms,age_years,floor,parking,furnished,facing,road_width,location_score,nearby_schools,nearby_hospital,nearby_metro,price
Pune,Apartment,1126,4,4,1,3,3,Semi-Furnished,West,93,2.0,6,2,0,15093493
Bangalore,Industrial,3049,4,2,13,27,2,Semi-Furnished,South,99,9.0,0,2,1,47436889
Jaipur,Villa,2446,4,2,21,13,0,Semi-Furnished,South,36,2.8,3,2,2,26656446
Delhi,Apartment,3215,4,3,11,25,0,Semi-Furnished,South-East,98,8.4,3,2,1,48196798
Ahmedabad,Commercial,1274,5,2,16,3,3,Furnished,North-West,18,4.7,6,0,0,17840546
Surat,House,3679,2,3,27,5,2,Unfurnished,South-West,50,1.1,1,2,0,28596218
Bangalore,Farm,3384,2,3,26,29,1,Unfurnished,East,57,7.6,3,2,1,27458490
Chennai,Apartment,2578,1,1,14,8,2,Furnished,South,21,6.4,0,2,1,30662765
Pune,Villa,4207,2,4,17,20,1,Furnished,North,19,4.1,3,1,0,93220489
Surat,Farm,1007,2,4,15,11,3,Unfurnished,North-East,15,3.5,0,1,0,5161067
Pune,House,1034,5,3,12,28,1,Semi-Furnished,West,43,1.7,1,1,0,17006812
Hyderabad,Commercial,4979,4,4,20,25,3,Semi-Furnished,North-West,61,9.5,1,3,2,76338595
Bangalore,Industrial,3127,4,2,16,29,2,Unfurnished,South-West,50,5.4,9,0,2,48056552
Hyderabad,Farm,1474,5,3,7,7,2,Semi-Furnished,South-East,92,1.8,2,4,1,11663387
Mumbai,Industrial,2314,2,1,0,23,1,Furnished,North-East,15,8.8,7,2,1,60052281
Hyderabad,Apartment,988,5,2,28,3,2,Semi-Furnished,East,11,3.5,5,1,2,10259048
Mumbai,House,3631,1,1,24,26,1,Semi-Furnished,North-West,24,2.8,5,0,2,95315686
Mumbai,Villa,2704,4,1,25,25,2,Semi-Furnished,South-West,26,3.5,8,2,1,88594728
Surat,House,4238,3,4,26,24,0,Unfurnished,West,25,6.1,7,3,2,34445674
Pune,House,2373,1,4,2,24,1,Furnished,West,37,1.7,1,4,1,38149257
Chennai,Office,2455,1,3,15,4,3,Semi-Furnished,South-East,94,5.3,5,2,0,37365343
Hyderabad,House,3880,5,4,27,5,0,Unfurnished,North,81,9.1,0,4,1,43816849
Bangalore,House,2479,2,1,1,4,3,Semi-Furnished,South-East,19,2.7,8,2,2,42869348
Mumbai,Farm,3452,4,1,14,18,2,Furnished,East,19,4.0,3,3,2,50418292
Pune,Villa,4882,3,2,0,26,0,Semi-Furnished,North-West,19,4.6,3,0,2,100083751
Delhi,Farm,1651,1,1,8,7,2,Furnished,North-West,82,6.3,8,4,1,20085109
Ahmedabad,Farm,4195,3,3,15,8,1,Semi-Furnished,South,37,9.3,2,4,2,22611024
Surat,Apartment,4222,2,3,3,14,3,Furnished,North,33,4.6,4,0,1,31935217
Chennai,Farm,4702,2,4,11,3,2,Semi-Furnished,North,28,1.6,0,4,0,33230715
Kolkata,Office,3789,3,4,0,24,3,Furnished,North-West,77,4.1,5,1,0,48533412
Surat,Office,2180,4,4,0,8,3,Semi-Furnished,North-West,65,2.7,2,0,2,24821716
Delhi,Industrial,3004,2,3,6,6,2,Semi-Furnished,North-East,76,6.9,0,3,1,59316858
Ahmedabad,Apartment,4088,3,1,17,7,1,Unfurnished,South-West,51,1.3,9,2,1,27265621
Delhi,Industrial,2124,1,4,22,14,3,Unfurnished,North-East,21,3.6,5,2,2,38446473
Hyderabad,Industrial,3184,3,2,27,18,2,Furnished,North-East,27,5.9,9,0,1,37669376
Mumbai,Commercial,4119,3,4,22,14,1,Semi-Furnished,North,32,3.5,1,1,2,124287683
Chennai,Villa,2077,5,3,14,4,2,Furnished,South,93,6.0,7,3,2,38240759
Jaipur,Villa,848,2,4,25,18,1,Unfurnished,West,15,2.0,1,2,0,9383484
Mumbai,Farm,481,4,1,29,6,3,Furnished,North-East,62,9.5,3,2,2,9919638
Jaipur,Farm,1806,4,4,24,5,0,Furnished,South,51,3.6,2,1,1,9933232
Ahmedabad,Commercial,1880,5,3,12,26,2,Unfurnished,South-East,75,9.3,8,4,2,24012883
Pune,Farm,1479,4,3,15,18,3,Semi-Furnished,East,39,3.9,1,0,0,12605701
Kolkata,Villa,3998,3,2,6,24,2,Furnished,North-East,18,8.0,2,1,0,58135208
Bangalore,Industrial,4914,5,3,15,27,2,Unfurnished,South-East,51,3.2,6,1,1,62767728
Mumbai,House,4583,1,2,12,16,1,Semi-Furnished,West,43,7.0,3,1,2,112799570
Chennai,Office,4080,2,1,13,9,2,Unfurnished,East,49,3.9,5,1,1,64838984
Delhi,House,3103,2,3,16,18,1,Furnished,East,97,5.6,2,4,1,71875350
Chennai,House,4710,2,4,11,10,3,Semi-Furnished,West,26,7.1,0,3,2,57876278
Ahmedabad,Villa,4156,3,1,28,14,2,Semi-Furnished,North-East,38,6.3,5,1,0,51189343
Jaipur,House,2158,1,4,23,9,3,Unfurnished,North,59,6.2,3,1,1,16902584
Delhi,Commercial,2999,5,4,23,10,0,Unfurnished,West,85,1.6,1,0,1,73549537
Bangalore,Apartment,2950,5,4,19,22,3,Unfurnished,West,58,3.2,6,2,0,42437748
Bangalore,Farm,4253,2,1,12,2,2,Semi-Furnished,West,82,6.1,9,4,2,40648146
Mumbai,Apartment,3146,1,1,23,29,0,Semi-Furnished,East,70,1.2,4,1,2,61692133
Ahmedabad,Industrial,2692,1,3,19,2,1,Furnished,South-West,92,3.3,5,3,2,26627507
Pune,Office,1901,1,4,14,17,0,Semi-Furnished,South,55,3.1,5,3,0,31555714
Ahmedabad,Farm,4804,4,2,23,24,2,Furnished,South-East,55,3.2,8,3,1,28092505
Jaipur,House,630,4,3,20,10,2,Unfurnished,North,26,5.8,1,0,0,6269564
Chennai,Office,4650,2,1,3,19,3,Unfurnished,North-East,75,6.2,5,3,1,67823036
Bangalore,Farm,1598,1,2,21,25,1,Semi-Furnished,North-East,14,9.2,8,0,1,14843492
Chennai,Commercial,514,1,1,1,28,2,Unfurnished,South-East,63,4.5,3,4,2,10591443
Chennai,Commercial,1813,5,2,27,21,2,Unfurnished,South,25,9.3,5,3,2,27751859
Chennai,Commercial,4806,5,3,17,17,1,Semi-Furnished,West,90,6.9,6,2,2,78955181
Bangalore,Commercial,1392,2,2,1,24,1,Furnished,South-West,16,9.2,0,1,0,32371793
Surat,House,2747,1,3,24,14,3,Semi-Furnished,North,17,8.5,4,4,2,23180236
Hyderabad,Apartment,1441,2,1,14,6,0,Furnished,North-East,81,7.2,3,2,0,13688028
Jaipur,Farm,411,5,2,29,9,1,Semi-Furnished,South-East,96,4.2,9,4,2,4408341
Surat,House,4076,5,4,25,20,2,Semi-Furnished,North-West,91,3.2,1,3,2,34573723
Jaipur,Commercial,3465,4,4,18,22,1,Unfurnished,South-West,47,3.0,1,4,2,33027226
Delhi,Industrial,2436,2,1,14,29,2,Semi-Furnished,South-East,63,9.6,1,4,0,49711890
Ahmedabad,Apartment,3446,2,2,25,19,3,Semi-Furnished,South-West,85,9.6,6,4,1,27174329
Ahmedabad,Industrial,2750,1,4,19,28,0,Furnished,North-East,24,7.5,3,0,0,25875245
Kolkata,Office,940,1,3,9,9,3,Unfurnished,West,59,9.0,5,2,0,11949065
Ahmedabad,Industrial,3260,4,2,27,12,1,Furnished,North-West,65,9.3,6,3,0,32350807
Bangalore,Office,476,3,2,23,14,2,Furnished,South,18,5.6,8,1,1,11856169
Pune,Office,3467,3,4,19,22,1,Unfurnished,North,17,6.7,1,3,0,55814268
Mumbai,Commercial,423,3,3,10,17,1,Unfurnished,South,28,4.8,9,3,2,13557917
Kolkata,Office,1075,2,3,25,22,1,Unfurnished,South,60,4.8,8,0,1,14022058
Mumbai,Villa,2794,2,3,9,3,1,Semi-Furnished,South-East,81,1.3,4,0,0,88091124
Jaipur,Farm,4667,5,2,28,19,0,Unfurnished,South-West,66,4.9,5,4,0,19489444
Mumbai,Farm,3798,2,1,22,16,2,Unfurnished,North,77,7.1,5,3,1,53768861
Mumbai,Commercial,3159,2,2,4,27,1,Unfurnished,North,40,4.8,2,2,0,83074951
Kolkata,Villa,888,2,2,8,2,2,Furnished,North-East,12,8.9,9,0,1,15504534
Delhi,Industrial,1885,4,4,19,20,0,Furnished,North-East,92,4.0,6,0,2,38689277
Chennai,House,4059,2,1,18,20,2,Semi-Furnished,North,52,2.2,6,2,0,51340879
Ahmedabad,Industrial,3635,1,3,12,1,2,Furnished,North-West,38,8.3,7,0,0,35237550
Ahmedabad,House,2819,1,4,17,3,0,Semi-Furnished,East,19,7.1,4,2,2,26991910
Bangalore,Office,3895,5,2,16,0,1,Furnished,North-East,21,3.2,1,1,0,76404753
Kolkata,Apartment,1156,4,1,26,14,2,Unfurnished,East,55,5.8,2,2,0,9864762
Bangalore,House,2924,1,3,5,24,3,Furnished,South-East,39,4.6,8,1,1,55490721
Pune,Apartment,4650,4,3,9,0,2,Semi-Furnished,North-West,91,9.4,5,4,0,52052811
Pune,Farm,656,4,2,1,5,1,Furnished,North,97,6.5,7,4,2,10226703
Bangalore,Apartment,2179,5,3,23,6,3,Unfurnished,North-West,41,2.4,7,0,0,29704897
Kolkata,Farm,2515,4,3,5,18,1,Semi-Furnished,North-East,82,5.5,4,2,1,17870629
Bangalore,Villa,3748,2,1,27,11,2,Unfurnished,South,56,8.8,0,0,2,84363704
Ahmedabad,Villa,1872,4,4,27,0,0,Unfurnished,South-East,97,7.0,5,2,2,26466354
Surat,Commercial,658,5,1,20,6,1,Semi-Furnished,North,72,8.6,6,0,2,9201218
Hyderabad,Commercial,4475,5,4,12,18,1,Unfurnished,West,35,3.3,8,4,2,59668639
Mumbai,Office,706,5,4,17,12,0,Unfurnished,South-East,12,9.0,1,4,1,21412331
Hyderabad,House,1518,1,4,6,25,2,Furnished,South-West,32,7.8,1,0,1,20659992
Kolkata,Office,3417,2,3,1,11,1,Unfurnished,East,84,7.6,9,2,1,39560025
Hyderabad,Farm,4741,1,1,28,11,2,Unfurnished,North-West,83,4.1,0,3,1,27931578
Pune,Office,3180,3,3,13,21,2,Unfurnished,North,59,9.0,4,2,0,51981549
Jaipur,Apartment,2058,2,2,4,12,2,Unfurnished,South-East,45,6.7,1,0,1,15176682
Mumbai,Farm,586,4,1,17,27,0,Semi-Furnished,North-West,22,8.7,2,2,0,9503526
Chennai,Commercial,2197,5,4,10,13,2,Furnished,North,38,4.2,1,1,2,37140611
Kolkata,Villa,1324,3,3,9,21,2,Unfurnished,North-East,47,2.3,3,2,0,16638391
Mumbai,Commercial,1184,2,3,10,29,3,Unfurnished,South-East,86,4.0,2,4,0,35508630
Hyderabad,House,3844,1,1,26,11,3,Semi-Furnished,North-East,99,5.1,8,4,0,42765164
Pune,Farm,3596,5,1,1,19,3,Unfurnished,South-East,93,5.8,9,1,1,28380074
Delhi,Farm,1760,1,4,14,11,1,Semi-Furnished,North-East,14,5.6,1,2,1,18776554
Surat,Apartment,740,2,4,6,26,1,Furnished,South-West,29,5.9,6,3,2,8744773
Chennai,House,962,2,2,8,5,3,Furnished,North-West,87,8.6,2,2,1,15718805
Surat,Villa,3399,3,4,4,26,0,Unfurnished,West,23,2.5,9,4,0,37799672
Mumbai,Industrial,1593,4,3,6,9,0,Unfurnished,South-East,17,3.8,7,4,1,37384037
Pune,Farm,3510,1,2,19,19,3,Unfurnished,South-West,57,9.0,3,0,1,26347603
Pune,Farm,468,3,2,1,28,1,Semi-Furnished,South-East,22,6.0,3,4,0,7044912
Hyderabad,Apartment,2828,5,2,2,23,1,Unfurnished,North-East,33,6.3,8,0,2,26455770
Ahmedabad,Office,3998,4,1,1,8,0,Unfurnished,North,88,5.3,2,4,1,41290128
Hyderabad,Villa,2772,3,4,20,1,2,Furnished,South-East,74,5.9,6,4,2,49346297
Ahmedabad,Commercial,4956,1,2,21,6,0,Unfurnished,South-West,95,2.8,0,3,0,46971503
Ahmedabad,House,1243,2,1,22,8,2,Furnished,North-East,43,5.9,6,0,1,14551280
Chennai,Farm,973,5,1,18,24,1,Unfurnished,South,60,10.0,9,0,2,10444308
Hyderabad,Farm,4614,1,2,3,11,1,Furnished,North-East,12,6.1,1,4,2,31104819
Delhi,Commercial,2996,4,2,23,4,3,Unfurnished,North-West,99,1.4,5,0,0,64613726
Bangalore,Villa,1878,4,3,19,0,1,Furnished,West,87,8.2,8,4,1,47127987
Bangalore,Office,2473,2,2,6,21,2,Semi-Furnished,South,67,4.6,5,4,2,46628223
Hyderabad,Farm,1913,2,3,27,14,0,Furnished,North-West,81,2.4,2,2,2,12551207
Hyderabad,Villa,1368,5,2,21,7,3,Furnished,North-West,64,8.8,0,0,2,23850291
Surat,Commercial,2596,5,2,6,0,2,Furnished,North-West,89,2.8,3,1,2,27378380
Chennai,Apartment,1911,2,4,16,17,0,Unfurnished,North,51,9.3,3,0,2,19743408
Hyderabad,Office,1054,2,2,18,12,0,Unfurnished,North-West,30,5.0,7,0,2,14458600
Surat,House,3392,4,2,21,28,0,Unfurnished,North,19,7.7,9,3,2,31695609
Ahmedabad,Farm,4920,2,3,15,0,1,Semi-Furnished,North-West,66,5.9,9,1,2,27231056
Pune,Villa,692,3,3,2,4,0,Semi-Furnished,East,34,3.3,6,1,2,15069677
Pune,Apartment,3001,1,4,14,17,1,Furnished,South-West,65,7.0,9,3,2,37269217
Ahmedabad,House,4926,2,2,13,15,0,Semi-Furnished,South,47,9.6,6,3,1,49192294
Kolkata,Industrial,4812,5,2,14,25,0,Furnished,East,95,7.9,6,0,0,48579527
Surat,Villa,4893,3,3,13,9,1,Furnished,North-West,70,6.4,1,2,0,63498079
Surat,Villa,1988,5,1,6,29,1,Furnished,South,56,9.9,8,3,0,28039887
Ahmedabad,House,995,3,1,24,3,2,Semi-Furnished,South,63,3.4,5,1,2,10493684
Delhi,Apartment,2993,2,1,2,0,0,Unfurnished,South-East,55,1.6,1,1,0,43126711
Jaipur,Industrial,2523,1,3,29,22,1,Semi-Furnished,West,77,1.3,0,0,2,18201211
Mumbai,Commercial,2343,5,3,16,7,2,Furnished,East,13,7.4,0,2,1,84521865
Ahmedabad,Apartment,1315,3,1,9,4,2,Furnished,West,75,8.5,0,4,0,11930745
Hyderabad,Office,4269,4,1,14,1,1,Semi-Furnished,South,52,6.7,3,3,1,56448068
Hyderabad,Farm,3194,2,2,28,23,0,Furnished,North,71,9.1,3,3,1,24908735
Chennai,House,3478,1,3,5,16,2,Furnished,South,94,7.3,8,0,2,51175830
Ahmedabad,Commercial,1375,2,3,27,6,0,Semi-Furnished,West,94,4.3,0,2,0,15189951
Chennai,Industrial,1475,4,1,16,16,0,Semi-Furnished,East,94,2.6,2,1,1,18970497
Ahmedabad,House,3389,1,1,16,27,2,Semi-Furnished,North-West,13,9.3,2,1,0,36248924
Surat,House,3867,4,4,13,5,1,Furnished,South-East,74,1.9,7,4,1,37234878
Mumbai,Apartment,1851,2,3,23,28,0,Furnished,South-East,71,5.9,1,1,1,41977849
Surat,Farm,4223,3,4,24,21,3,Unfurnished,South-East,99,3.8,5,3,2,20776982
Jaipur,Office,4332,2,2,17,14,1,Unfurnished,North-West,11,3.4,3,4,0,37604879
Pune,Villa,2428,2,4,24,4,2,Semi-Furnished,South-East,18,6.8,9,2,2,48040490
Bangalore,Villa,762,2,1,4,14,3,Unfurnished,East,66,3.1,5,4,2,18596811
Ahmedabad,House,2829,5,3,28,17,0,Furnished,North-West,54,9.2,4,2,2,31081295
Jaipur,Farm,4032,4,3,7,17,1,Unfurnished,South-East,27,4.7,8,1,2,17700313
Pune,Industrial,2718,4,4,6,24,3,Furnished,North-West,57,7.1,8,0,2,41273394
Kolkata,Industrial,3485,4,4,22,20,1,Semi-Furnished,West,51,7.5,0,4,1,36798178
Mumbai,Commercial,2745,5,2,3,20,0,Semi-Furnished,South-West,50,7.1,2,4,0,86082930
Chennai,Apartment,3998,3,2,17,22,1,Furnished,South-West,84,9.1,0,3,0,42125583
Chennai,Farm,4729,2,1,4,5,3,Unfurnished,East,98,3.1,5,3,2,33132002
Surat,Farm,2131,3,1,15,1,1,Semi-Furnished,North-East,99,1.8,2,2,0,10260620
Hyderabad,Apartment,426,5,1,13,26,2,Semi-Furnished,North,67,1.5,0,0,1,6000811
Pune,Industrial,492,4,4,26,16,2,Unfurnished,South-East,51,8.9,5,3,2,8719022
Kolkata,Industrial,3064,2,4,26,20,3,Unfurnished,North,44,9.8,4,3,1,29837119
Jaipur,Industrial,708,1,3,18,3,1,Furnished,North-West,47,3.7,7,1,1,6775684
Mumbai,House,451,1,1,13,11,3,Unfurnished,North,76,7.2,1,1,2,12513479
Pune,Farm,718,3,4,8,18,1,Unfurnished,East,50,1.1,7,3,1,7758072
Kolkata,Villa,2392,4,3,5,1,0,Unfurnished,East,59,2.7,4,2,2,35841202
Bangalore,Apartment,4676,1,1,16,25,2,Furnished,South,95,7.2,7,0,1,64606328
Ahmedabad,Industrial,4291,3,2,18,1,0,Furnished,South-West,81,1.6,9,3,0,41261256
Chennai,Commercial,4356,5,2,11,13,1,Semi-Furnished,South-East,88,5.2,3,2,0,70015874
Jaipur,Industrial,3092,3,4,3,14,0,Furnished,South,54,7.0,3,2,0,26899994
Chennai,Industrial,3418,3,3,15,19,3,Semi-Furnished,North,80,7.9,9,3,2,44731904
Jaipur,Office,2424,3,2,24,1,3,Unfurnished,North-East,28,5.1,3,2,1,21293935
Surat,House,4831,2,3,10,3,1,Semi-Furnished,South,26,6.7,5,4,1,42330876
Hyderabad,Apartment,1925,3,3,21,18,2,Semi-Furnished,South,74,5.9,3,2,0,18515521
Jaipur,Office,1678,3,2,3,8,3,Unfurnished,East,86,1.5,8,3,0,15773441
Chennai,Office,913,2,3,16,6,2,Semi-Furnished,North-East,65,7.7,8,2,2,16327936
Surat,Commercial,4737,2,2,7,29,1,Furnished,North-West,50,2.6,2,3,2,54147110
Jaipur,Farm,2133,5,4,13,12,2,Furnished,North,51,1.3,6,1,1,13080511
Bangalore,Commercial,3770,4,1,26,26,1,Furnished,South,15,5.1,4,3,2,83476650
Hyderabad,Farm,4321,1,1,1,11,0,Furnished,North-East,78,8.8,8,2,2,29212460
Jaipur,Farm,2900,1,4,10,2,1,Semi-Furnished,South-West,84,2.4,1,3,2,14470917
Surat,Apartment,3864,3,2,10,12,0,Semi-Furnished,South-East,82,1.1,2,0,0,24722655
Pune,Industrial,2659,5,2,23,14,1,Unfurnished,North-East,49,2.0,9,3,0,31714781
Delhi,Apartment,3059,3,2,21,13,3,Semi-Furnished,South-West,50,4.3,4,3,1,48106716
Kolkata,House,655,1,2,23,23,3,Semi-Furnished,North,18,6.2,4,0,2,9032738
Delhi,Farm,1902,2,4,5,8,2,Semi-Furnished,North-East,17,2.7,9,0,0,22397973
Delhi,Office,2510,4,1,20,12,1,Unfurnished,South-West,53,8.2,6,0,2,53927973
Mumbai,Industrial,806,5,3,20,22,1,Furnished,North-East,67,7.8,7,4,1,23757778
Bangalore,Villa,3249,2,3,13,21,1,Semi-Furnished,North-East,76,7.3,7,3,2,76073319
Pune,House,3576,4,1,29,3,2,Unfurnished,South-East,22,5.4,0,0,1,51496516
Ahmedabad,Apartment,2260,5,4,9,20,3,Unfurnished,South-West,28,4.3,0,0,1,17386344
Jaipur,Commercial,4754,5,3,25,7,1,Unfurnished,South-West,58,4.4,2,1,0,43589903
Kolkata,House,1122,1,1,26,2,2,Furnished,South,89,5.5,0,4,2,13404210
Hyderabad,House,1682,2,4,7,1,1,Semi-Furnished,North,91,1.7,0,3,0,18790271
Pune,Industrial,1013,5,3,6,18,0,Unfurnished,South-East,87,7.1,9,2,2,16247750
Chennai,House,3731,5,2,7,27,1,Furnished,North-East,39,4.2,7,4,2,53627847
Ahmedabad,House,3516,4,2,27,22,0,Unfurnished,North-East,75,3.0,0,4,1,33631323
Mumbai,Villa,2378,1,4,7,7,2,Unfurnished,South,86,3.5,8,1,1,80318293
Mumbai,Commercial,1212,3,2,22,16,2,Unfurnished,North,68,2.6,1,3,2,36305597
Pune,Commercial,2186,1,4,1,12,3,Unfurnished,East,62,9.1,8,3,0,38370551
Surat,Commercial,730,3,1,26,6,1,Unfurnished,South-East,61,2.5,6,0,1,7991156
Delhi,Farm,2612,2,1,15,8,2,Furnished,South,90,8.9,8,0,1,32149565
Chennai,Office,1616,2,3,8,11,3,Semi-Furnished,North,40,6.2,2,4,2,27348802
Mumbai,Commercial,4882,5,4,12,28,1,Semi-Furnished,South-East,24,8.8,0,1,2,158957418
Kolkata,House,3737,2,3,22,13,2,Semi-Furnished,North-East,29,5.3,0,3,1,35620604
Mumbai,House,2775,5,3,11,13,0,Semi-Furnished,North,14,9.3,9,1,0,75124920
Hyderabad,Commercial,1640,1,1,26,14,2,Furnished,North,16,2.9,5,2,1,26028207
Jaipur,Industrial,719,2,3,21,2,0,Furnished,North-West,27,6.0,6,3,2,7322854
Mumbai,Commercial,4894,1,2,24,14,3,Furnished,North,65,2.1,8,0,1,151449675
Hyderabad,House,2314,1,3,28,18,3,Unfurnished,East,84,5.0,5,4,2,26777304
Pune,Farm,4600,2,4,16,23,1,Unfurnished,North,99,6.1,4,1,1,34410069
Pune,Apartment,729,1,2,26,19,1,Unfurnished,East,54,6.5,1,0,2,9254835
Ahmedabad,Apartment,1059,2,1,1,13,1,Semi-Furnished,North-East,37,4.3,1,4,2,10341548
Mumbai,Commercial,4088,2,4,12,7,3,Unfurnished,East,59,1.7,7,0,0,127375507
Kolkata,Villa,3518,2,2,0,4,0,Semi-Furnished,South-East,11,6.9,0,3,2,46582982
Mumbai,Commercial,2372,3,4,25,29,1,Unfurnished,North-East,93,5.4,7,1,1,78689276
Kolkata,Industrial,2193,1,2,27,18,1,Semi-Furnished,North-East,77,2.2,9,2,2,21947636
Bangalore,Commercial,3618,4,4,18,3,3,Unfurnished,East,86,9.4,6,0,1,75343530
Ahmedabad,Apartment,4957,2,4,10,13,0,Unfurnished,South-West,33,9.6,6,1,0,38239202
Bangalore,House,2933,1,2,4,15,2,Furnished,South,57,8.7,4,3,1,56786344
Mumbai,Commercial,2857,5,1,0,19,1,Unfurnished,West,54,8.6,2,0,0,90193961
Ahmedabad,House,3500,2,1,19,23,2,Unfurnished,South-West,67,1.9,6,3,0,31540480
Bangalore,House,4766,2,4,29,5,2,Furnished,North,45,9.9,6,2,2,91774671
Delhi,Villa,3133,4,4,12,22,1,Semi-Furnished,North-West,11,4.6,6,2,0,90480873
Mumbai,House,4880,3,1,7,24,3,Furnished,West,27,2.5,1,4,1,141116719
Bangalore,Apartment,4555,3,1,5,5,1,Furnished,North,58,8.3,2,4,0,60607409
Delhi,Farm,619,2,3,28,2,0,Semi-Furnished,South-West,17,3.0,2,4,0,6546201
Delhi,Farm,3218,1,1,16,14,0,Unfurnished,South-West,67,5.7,3,3,2,35607160
Pune,Office,2306,5,4,11,28,1,Semi-Furnished,North,24,2.2,8,4,1,40616544
Mumbai,Industrial,3011,5,2,0,2,2,Unfurnished,North-East,26,5.3,9,1,0,67884411
Delhi,Commercial,2993,1,1,2,10,0,Unfurnished,North,32,6.0,0,3,2,71205842
Pune,Industrial,495,2,3,13,2,0,Semi-Furnished,North-West,75,5.0,6,3,2,8136749
Bangalore,Apartment,1388,5,3,25,27,1,Furnished,South-West,79,1.6,6,4,1,22573492
Hyderabad,House,1512,3,3,7,9,1,Semi-Furnished,North,36,5.4,3,4,2,19903974
Mumbai,Farm,2678,1,2,10,17,3,Unfurnished,East,46,5.2,0,3,0,36005622
Ahmedabad,Industrial,645,4,1,26,0,1,Semi-Furnished,West,58,3.4,2,2,2,6632681
Kolkata,Apartment,2558,2,1,13,15,1,Semi-Furnished,East,73,9.3,4,2,1,21921666
Kolkata,Farm,4729,1,1,7,15,0,Unfurnished,North-West,43,4.8,1,4,1,24831829
Bangalore,House,3749,5,2,28,26,0,Furnished,North,27,8.8,6,2,2,69212770
Surat,Industrial,3125,2,2,2,9,0,Semi-Furnished,South-East,73,2.0,9,1,0,27878854
Surat,Farm,4477,3,4,6,0,2,Unfurnished,North-West,83,3.9,9,1,2,20193502
Bangalore,Commercial,3066,2,3,27,3,0,Unfurnished,North-East,53,2.6,6,1,1,54972308
Delhi,Commercial,3599,2,3,18,2,0,Semi-Furnished,East,26,4.7,9,3,2,90018761
Mumbai,Office,3154,3,1,3,4,1,Furnished,East,68,2.0,4,3,2,94306693
Kolkata,Office,1817,3,2,24,11,3,Semi-Furnished,South,22,5.0,9,3,0,19762305
Kolkata,Farm,1054,2,2,15,24,0,Furnished,North,61,4.2,5,3,2,8967092
Delhi,Apartment,2842,3,1,12,11,3,Furnished,North-East,69,3.0,0,3,0,50674651
Kolkata,Commercial,510,1,1,19,12,0,Furnished,South-East,51,6.8,3,4,2,8059788
Ahmedabad,Apartment,489,3,4,18,23,0,Furnished,East,73,9.6,3,2,2,6517522
Mumbai,Apartment,1162,3,3,4,11,3,Semi-Furnished,East,75,2.9,7,4,0,23403095
Jaipur,Farm,3572,2,3,22,24,1,Unfurnished,North-East,43,7.4,1,2,0,15205769
Kolkata,Apartment,2579,1,3,4,15,0,Unfurnished,North-West,96,7.7,0,4,1,23073158
Bangalore,Commercial,2904,4,4,19,12,3,Unfurnished,North-West,80,5.5,6,1,0,57166470
Ahmedabad,House,1864,4,1,23,4,0,Unfurnished,North,73,9.1,5,0,2,18957823
Kolkata,Office,497,5,1,3,23,2,Unfurnished,South-West,42,9.7,4,3,1,9908631
Ahmedabad,House,692,3,3,1,3,2,Unfurnished,South,21,4.3,7,0,0,8728759
Pune,Apartment,2239,3,3,25,20,2,Semi-Furnished,East,85,6.9,1,0,0,24769199
Jaipur,House,2134,1,4,12,14,2,Furnished,South-West,28,7.0,1,1,1,19876678
Chennai,Commercial,3019,4,2,29,11,1,Unfurnished,South-West,18,4.6,8,0,2,44787293
Bangalore,Commercial,2596,5,2,15,18,2,Semi-Furnished,South,83,3.9,0,0,2,56710910
Bangalore,Apartment,3866,1,3,21,20,3,Unfurnished,South-West,26,9.4,5,1,1,52044684
Mumbai,Farm,2306,3,4,1,27,0,Unfurnished,South-West,59,8.1,2,2,2,36800202
Ahmedabad,House,2121,4,3,18,18,3,Furnished,North-West,48,2.0,4,4,0,22414312
Delhi,Farm,4091,5,2,16,20,2,Furnished,North-West,50,2.1,7,0,2,49266391
Bangalore,Farm,2216,2,3,4,10,1,Furnished,West,19,9.3,6,3,0,25443373
Ahmedabad,Villa,652,4,2,24,29,2,Unfurnished,South-East,21,1.7,3,1,2,10087811
Ahmedabad,Apartment,4627,5,2,17,20,2,Unfurnished,North,88,7.2,7,0,0,36042160
Hyderabad,Office,3919,1,2,27,5,1,Unfurnished,South-West,24,3.0,9,2,1,47599899
Hyderabad,Commercial,2307,2,1,22,8,1,Furnished,West,37,1.3,1,2,0,33656658
Chennai,Commercial,2310,5,1,20,0,1,Semi-Furnished,South-East,13,1.5,6,3,2,39126317
Pune,Apartment,2921,5,3,17,11,1,Unfurnished,West,45,4.4,4,0,0,31698137
Chennai,Industrial,4249,3,2,7,25,1,Unfurnished,West,74,1.7,5,3,2,50276552
Kolkata,Industrial,1458,4,1,26,13,1,Unfurnished,North,56,6.4,2,2,2,14434551
Delhi,Industrial,3938,3,3,14,5,0,Semi-Furnished,North,90,6.8,9,2,0,75229064
Kolkata,Office,2722,2,3,12,0,2,Unfurnished,North-East,48,4.4,6,4,2,29755762
Surat,Commercial,586,5,3,12,21,2,Semi-Furnished,South,47,7.7,6,2,1,9464917
Kolkata,Apartment,1348,3,3,15,1,1,Unfurnished,South,53,5.4,1,1,2,10038862
Mumbai,Commercial,2690,4,3,21,23,3,Semi-Furnished,North-East,60,4.9,0,4,1,81548818
Kolkata,Farm,4759,2,4,19,10,1,Unfurnished,North-East,94,4.7,9,3,1,26985097
